,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
1987,245,4186,8398,4932,5127,145959,1562,2649,3653,10097,51218,4217,22686,8972,53243,9974,1856,7756,569,4339,4484,1946,10613,3075,5199,37741,77718,10312,7579,6650,56730,56989,14665,372,9870,38881,9915,56982,3540,15511,282718,22435
1988,250,4209,8436,4947,5130,146866,1569,2664,3674,10150,51423,4290,22769,8982,54356,9983,1859,7769,574,4370,4494,1962,10443,3137,5223,37867,78031,10314,7600,6704,56734,57255,14761,376,9884,39054,9921,57160,3530,15537,285020,22536
1989,253,4226,8493,4962,5133,147352,1571,2667,3681,10184,51501,4359,22852,8990,55462,10031,1863,7780,579,4398,4501,1976,10398,3196,5245,37970,78645,10314,7628,6764,56738,57821,14849,378,9938,39215,9923,57324,3513,15559,286462,22634
1990,255,4242,8559,4986,5141,147973,1569,2664,3695,10201,51622,4394,22866,8894,56561,10130,1861,7786,583,4424,4508,1991,10372,3251,5263,38119,79380,10310,7723,6837,56743,58168,14952,383,9969,39351,9923,57493,3508,15572,288361,23016
1991,258,4263,8617,5014,5155,148398,1560,2651,3676,10206,51730,4401,22826,8772,57520,10215,1868,7685,591,4437,4541,1999,10353,3187,5248,38198,79990,10256,7800,6921,56799,58460,15073,388,10007,39421,9895,57695,3528,15503,289959,23097
1992,261,4287,8668,5042,5172,148542,1529,2613,3629,10228,51869,4402,22797,8659,58475,10290,1889,7646,622,4233,4491,1999,10331,3078,5272,38262,80517,10265,7887,6984,56821,58750,15187,394,10048,39513,9891,57842,3557,15536,290959,22905
1993,264,4313,8719,5066,5190,148462,1491,2561,3565,10251,51887,4401,22766,8442,59427,10347,1918,7640,623,3913,4478,2000,10301,3072,5289,38310,80963,10278,7952,7030,56856,59006,15295,399,10087,39599,9902,57971,3576,15567,291189,22666
1994,266,4338,8781,5088,5207,148412,1468,2517,3533,10239,51638,4392,22733,8363,60375,10394,1935,7634,623,3727,4499,2001,10268,3117,5311,38341,81164,10283,7983,7079,56867,59225,15386,405,10117,39670,9925,58120,3588,15594,291007,22583
1995,267,4360,8827,5108,5231,148379,1447,2480,3520,10205,51248,4375,22687,8284,61318,10422,1954,7625,624,3636,4481,2003,10336,3164,5328,38363,81325,10278,7995,7142,56868,59440,15464,411,10138,39728,9954,58284,3604,15605,290779,22554
1996,269,4382,8841,5125,5263,148164,1424,2453,3494,10171,50813,4354,22622,8241,62257,10468,1971,7641,624,3649,4420,2004,10318,3144,5338,38378,81483,10262,8006,7174,56884,59652,15535,416,10158,39893,9991,58423,3628,15600,290516,22502
1997,271,4406,8846,5140,5286,147919,1404,2428,3468,10129,50371,4324,22558,8191,63192,10519,1985,7627,624,3681,4398,2000,10297,3125,5348,38381,81527,10251,8015,7195,56914,59864,15616,421,10182,40059,10036,58574,3667,15598,290184,22521
1998,274,4432,8851,5154,5304,147674,1392,2406,3443,10092,49941,4286,22511,8137,64097,10578,1995,7609,623,3713,4396,1996,10273,3105,5355,38372,81463,10242,8024,7219,56930,60085,15712,426,10204,40223,10087,58736,3717,15597,289843,22586
1999,277,4463,8858,5166,5322,147218,1378,2386,3419,10064,49491,4244,22414,8091,65020,10618,2006,7611,623,3811,4377,1998,10244,3085,5360,38358,81439,10230,8039,7258,56940,60396,15817,433,10227,40378,10144,58946,3757,15590,289339,22541
2000,281,4492,8872,5176,5339,146600,1400,2363,3395,10034,49014,4199,22262,8052,65949,10662,2017,7587,623,3901,4334,2004,10218,3065,5365,38344,81474,10220,8059,7296,56966,60811,15932,438,10252,40563,10215,59149,3807,15584,288730,22507
2001,285,4515,8896,5188,5358,145980,1391,2333,3367,10000,48520,4154,22106,7798,66869,10718,2026,7574,623,3919,4171,2006,10194,3047,5344,38339,81534,10172,8090,7332,57004,61255,16052,443,10288,40775,10288,59377,3866,15515,288097,22580
2002,288,4539,8925,5201,5377,145310,1382,2306,3340,9955,48074,4108,21931,7755,67728,10757,2011,7570,622,3923,4176,2009,10165,3038,5343,38320,81595,10148,8130,7384,57114,61703,16155,448,10334,41433,10344,59631,3934,15491,287463,22689
2003,289,4566,8958,5213,5391,144652,1374,2284,3313,9905,47692,4059,21828,7710,68541,10783,2018,7551,621,3940,4176,2010,10136,3026,5343,38283,81566,10149,8166,7438,57423,62141,16231,454,10377,42205,10383,59903,4000,15493,286887,22784
2004,293,4593,8994,5228,5404,144071,1365,2259,3276,9856,47342,4013,21704,7668,69366,10809,2024,7533,621,3975,4179,2011,10114,3014,5346,38268,81473,10154,8217,7488,57852,62600,16288,460,10422,42869,10408,60217,4070,15501,286457,22881
2005,296,4624,9030,5246,5420,143522,1357,2235,3223,9807,47003,3966,21571,7628,70224,10841,2028,7510,621,3991,4182,2015,10094,2998,5351,38249,81354,10182,8274,7532,58191,63073,16326,467,10480,43672,10427,60682,4163,15533,286150,22951
2006,304,4662,9081,5266,5438,143053,1349,2215,3172,9764,46685,3919,21443,7587,71106,10874,2031,7481,620,3993,4183,2022,10078,2979,5355,38220,81190,10214,8317,7579,58424,63513,16352,474,10549,44370,10446,61098,4273,15569,285980,23000
2007,311,4710,9148,5289,5461,142809,1341,2197,3134,9734,46407,3873,21129,7549,71992,10901,2035,7451,620,3990,4183,2033,10062,2957,5361,38204,81009,10270,8344,7647,58781,63906,16388,482,10627,45246,10467,61593,4403,15630,286071,23028
2008,319,4769,9220,5313,5494,142746,1337,2174,3102,9713,46156,3829,20779,7513,72909,10930,2038,7419,621,3987,4181,2036,10045,2934,5370,38204,80781,10376,8370,7738,59236,64264,16452,491,10711,45993,10482,62100,4499,15746,286406,23038
2009,319,4830,9299,5339,5524,142789,1334,2138,3068,9697,45951,3788,20607,7475,73922,10959,2042,7389,622,3985,4177,2056,10029,2915,5382,38572,80500,10438,8390,7825,59580,64594,16536,500,10797,46378,10492,62539,4542,15819,286957,22209
2010,318,4890,9378,5363,5548,142853,1332,2093,3004,9681,45768,3748,20485,7425,75054,10973,2046,7360,623,3983,4167,2063,10007,2900,5394,38606,80301,10463,8410,7884,59844,64913,16621,509,10897,46573,10497,63040,4563,15857,287529,22165
2011,319,4954,9449,5388,5571,142964,1328,2055,2937,9662,45604,3709,20385,7242,76164,10957,2049,7304,622,3980,4154,2067,9978,2892,5362,38615,80292,10443,8438,7959,60052,65231,16699,521,11039,46746,10481,63567,4581,15805,288146,22113
2012,321,5020,9519,5414,5592,143205,1324,2030,2898,9643,45492,3671,20296,7200,77141,10898,2052,7269,622,3977,4141,2071,9927,2888,5370,38623,80443,10455,8476,8044,60216,65552,16761,533,11108,46777,10439,63989,4600,15825,288972,22060
2013,324,5081,9600,5439,5614,143510,1319,2009,2869,9624,45389,3633,20224,7160,78138,10819,2055,7234,622,3973,4126,2074,9900,2882,5377,38591,80663,10457,8527,8137,60337,65891,16810,547,11160,46603,10382,64392,4623,15834,289870,22005
2014,327,5138,9696,5463,5644,146094,1314,1991,2844,9605,44944,3595,20151,7119,79199,10747,2058,7199,621,3968,4109,2076,9873,2876,5382,38573,81000,10471,8594,8237,60346,66212,16871,560,11210,46465,10326,64885,4655,15853,292716,21946
2015,331,5191,9799,5481,5683,146410,1312,1974,2818,9585,44429,3558,20055,7074,80262,10677,2061,7162,620,3963,4081,2078,9850,2868,5386,38544,81704,10489,8680,8332,60255,66480,16946,571,11275,46420,10283,65400,4699,15875,293226,21882
2016,335,5237,9923,5495,5730,146678,1314,1956,2782,9564,44208,3522,19938,7024,81350,10633,2063,7124,618,3957,4047,2079,9821,2863,5395,38516,82366,10511,8791,8423,60140,66730,17036,586,11332,46460,10251,65941,4752,15906,293976,21817
2017,343,5278,10058,5508,5766,146846,1314,1938,2744,9542,44029,3485,19823,6973,82412,10612,2065,7087,616,3951,4006,2081,9794,2861,5402,38511,82674,10535,8847,8502,60027,67015,17137,599,11376,46543,10226,66335,4805,15937,294651,21482
2018,353,5313,10175,5516,5795,146834,1318,1923,2718,9519,43944,3448,19713,6923,83535,10590,2067,7048,614,3944,3968,2087,9782,2854,5410,38502,82923,10572,8890,8565,59902,67347,17238,610,11429,46739,10209,66732,4864,15981,295244,21424
2019,361,5349,10279,5522,5818,146768,1323,1910,2710,9495,43951,3412,19622,6874,84737,10579,2068,7010,613,3937,3945,2104,9778,2842,5417,38475,83110,10615,8930,8626,59754,67660,17351,623,11491,47116,10212,67095,4930,16031,295881,21320
2020,366,5380,10354,5531,5831,146463,1327,1897,2711,9469,43904,3376,19496,6833,85564,10556,2065,6964,612,3929,3925,2118,9757,2825,5424,38443,83178,10645,8969,8689,59464,67901,17448,633,11546,47366,10223,67380,4983,16069,296211,21192
2021,372,5409,10416,5542,5855,145849,1329,1880,2724,9442,43746,3339,19351,6778,86346,10499,2057,6898,611,3921,3839,2123,9716,2799,5404,38250,83213,10642,9004,8756,59158,68114,17539,643,11594,47342,10214,67651,5022,16047,296102,21028
2022,380,5458,10487,5556,5907,146693,1330,1883,2748,9400,39897,3570,19266,6720,87201,10437,2048,6833,610,3876,3790,2124,9690,2787,5464,37914,83811,10635,9107,8834,58966,68387,17709,651,11695,47625,10200,68093,5118,16099,294379,20863
